instance_id,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,Pre-featuretime,vars-clauses-ratio,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-min,VCG-CLAUSE-max,VCG-CLAUSE-entropy,UNARY,BINARY+,TRINARY+,Basic-featuretime,VCG-VAR-mean,VCG-VAR-coeff-variation,VCG-VAR-min,VCG-VAR-max,VCG-VAR-entropy,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-stdev,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-entropy,HORNY-VAR-mean,HORNY-VAR-coeff-variation,HORNY-VAR-min,HORNY-VAR-max,HORNY-VAR-entropy,horn-clauses-fraction,VG-mean,VG-coeff-variation,VG-min,VG-max,KLB-featuretime,CG-mean,CG-coeff-variation,CG-min,CG-max,CG-entropy,cluster-coeff-mean,cluster-coeff-coeff-variation,cluster-coeff-min,cluster-coeff-max,cluster-coeff-entropy,CG-featuretime
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,900.0,71378.0,870.0,70478.0,0.034482759,0.012769942,0.26,0.012344278,0.49581330100000004,1.0025975870000001,0.0,1.0,0.8404632609999999,0.003320756,1.985149296,0.002298851,0.066666667,0.146847199,0.0,0.973764863,0.973764863,-0.0,0.003320756,0.178161027,0.001986435,0.005803229,4.477646888,0.35888077399999996,0.045094903,0.251655629,0.5121951220000001,2.739418338,0.0015744379999999998,0.43825864700000006,0.000425665,0.0038735490000000004,4.513337262,0.6848236329999999,0.012330088999999999,0.0,0.012330088999999999,0.012330088999999999,0.04,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-hwb-n26-01-S1957858365.sat05-500.reshuffled-07.cnf,172.0,832.0,121.0,730.0,0.421487603,0.139726027,0.0,0.165753425,0.394129159,0.7856473820000001,0.0,1.0,1.706557555,0.032627646,0.289868737,0.016528926,0.05785124,1.205767777,0.0,0.010958903999999998,0.38630137,0.0,0.032627646,0.484868046,0.016438356,0.101369863,1.822933924,0.014563648,0.069350528,0.0,0.6,0.469395749,0.009758859,0.26741586100000003,0.004109589,0.016438356,1.86269347,0.34109589,0.016211933,0.695455,0.008219178,0.052054795,0.0,0.053972603,0.554884116,0.016438356,0.152054795,3.36483455,0.36609323,0.258083593,0.240641711,0.683963964,3.0724101760000004,0.04
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-dead-dnd001.sat05-2742.reshuffled-07.cnf,1558.0,8169.0,1439.0,6620.0,0.082696317,0.233987915,0.02,0.21737160100000003,0.298968603,0.8977293690000001,0.0,1.0,3.021839022,0.006271874,0.42982124299999996,0.001389854,0.011118833,2.613005256,0.0,0.093655589,0.141087613,-0.0,0.006271874,4.201479492,0.00015105700000000001,0.625528701,3.3298038460000003,0.526650784,0.196132392,0.0,1.0,2.854753591,0.000324789,3.026484305,0.0,0.015407855,1.395470225,0.130513595,0.006848495,1.48894671,0.00015105700000000001,0.18202416899999999,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.2
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-dead-dnd002.sat05-2713.reshuffled-07.cnf,1339.0,7095.0,1232.0,5771.0,0.086850649,0.229422977,0.02,0.21348119899999998,0.301019275,0.88879697,0.0,1.0,2.994501019,0.007292676999999999,0.45213422200000003,0.001623377,0.012987013,2.6200422519999997,0.0,0.097036909,0.172240513,-0.0,0.007292676999999999,4.436509103,0.00017328,0.711661757,3.0230959669999997,0.536524886,0.17952780699999998,0.0,1.0,2.676704593,0.000338121,2.688299456,0.0,0.015768498,1.362236412,0.13134638699999998,0.007620953000000001,1.509317174,0.00017328,0.20672327199999999,-0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.28
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-brn007.sat05-2684.reshuffled-07.cnf,1477.0,7809.0,1372.0,6480.0,0.076530612,0.20509259300000002,0.02,0.211728395,0.317622272,0.837835799,0.0,1.0,3.0200633339999996,0.006451111999999999,0.437822475,0.0014577260000000001,0.011661808000000001,2.572039882,0.0,0.092746914,0.105709877,-0.0,0.006451111999999999,4.217927745,0.00015432100000000002,0.627777778,3.269154262,0.52509938,0.216297926,0.0,1.0,2.798177342,0.000327763,2.8776528989999997,0.0,0.013425926000000001,1.42212593,0.121141975,0.00723194,1.513351266,0.00015432100000000002,0.18441358,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.08
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1587.0,8013.0,1465.0,6565.0,0.083276451,0.220563595,0.02,0.223153085,0.28900565100000003,0.8985855909999999,0.0,1.0,2.9418281630000003,0.006019511,0.42592555200000004,0.0013651879999999998,0.010921502,2.54759912,0.0,0.09047981699999999,0.098857578,-0.0,0.006019511,4.1837136489999995,0.000152323,0.603351104,3.349745814,0.535150289,0.206333115,0.0,1.0,2.8671029310000002,0.00027792400000000003,2.48726062,0.0,0.012033511,1.324256727,0.115156131,0.0067286180000000004,1.526279739,0.000152323,0.179588728,-0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.2
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl004.sat05-2716.reshuffled-07.cnf,1605.0,8025.0,1492.0,6633.0,0.075737265,0.209859792,0.02,0.224935926,0.298960937,0.860444274,0.0,1.0,3.0185027960000004,0.005977606,0.416942566,0.001340483,0.010723861000000001,2.554316022,0.0,0.081109603,0.089552239,-0.0,0.005977606,4.192330509,0.00015076100000000002,0.6068144129999999,3.3329670589999996,0.548743388,0.19075352,0.0,1.0,2.832348948,0.000279798,2.8836208539999997,0.0,0.012814714,1.3595699,0.11322177,0.0065890390000000005,1.534874195,0.00015076100000000002,0.178953716,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.6
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl006.sat05-2718.reshuffled-07.cnf,1321.0,7617.0,1218.0,6306.0,0.08456486,0.207897241,0.02,0.19314938199999998,0.30195085899999996,0.884331089,0.0,1.0,2.951216503,0.0070981740000000005,0.458802971,0.0016420360000000001,0.013136288999999999,2.57994367,0.0,0.100856327,0.121788773,-0.0,0.0070981740000000005,4.1533841119999995,0.000158579,0.645892801,3.205707785,0.502266471,0.227916593,0.0,1.0,2.7974679260000004,0.000336818,2.5534542030000003,0.0,0.01284491,1.362291439,0.12622898800000001,0.00816982,1.473812535,0.000158579,0.18981922,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.14
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl008.sat05-2720.reshuffled-07.cnf,1610.0,8277.0,1506.0,6966.0,0.069057105,0.188199828,0.02,0.216192937,0.28638305,0.911220384,0.0,1.0,2.907731472,0.0057797330000000004,0.436219102,0.001328021,0.01062417,2.573228142,0.0,0.093310365,0.10579959800000001,-0.0,0.0057797330000000004,4.177824315,0.000143554,0.583692219,3.382843986,0.545593848,0.199265058,0.0,1.0,2.877914095,0.000306364,2.55952002,0.0,0.010910135,1.401774256,0.12891185800000002,0.00643688,1.5252566619999999,0.000143554,0.17169107100000003,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.2
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl009.sat05-2721.reshuffled-07.cnf,1477.0,7989.0,1384.0,6704.0,0.067196532,0.19167661100000002,0.02,0.20644391399999998,0.287988385,0.904577858,0.0,1.0,2.9447766619999998,0.006341115,0.43501358799999995,0.001445087,0.011560694,2.5765025319999997,0.0,0.08681384199999999,0.102923628,-0.0,0.006341115,4.164349912,0.000149165,0.6211217179999999,3.218292294,0.521518324,0.21275161,0.0,1.0,2.7275102980000003,0.000320855,2.458083599,0.0,0.011634845,1.338786271,0.124403341,0.007271346999999999,1.505258335,0.000447494,0.18004176600000002,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.18
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf,2123.0,9177.0,1505.0,7397.0,0.410631229,0.240638097,0.02,0.20346086300000002,0.306291913,0.8572326929999999,0.0,1.0,2.982649766,0.005769511,0.44565858700000005,0.001328904,0.010631228999999999,2.608671481,0.0,0.083006624,0.123158037,-0.0,0.005769511,3.997137266,0.00013519,0.55698256,3.312650685,0.515758635,0.223051086,0.0,1.0,2.892199188,0.000318527,2.609833296,0.0,0.009733676,1.38450944,0.13627146099999998,0.006768120999999999,1.509997779,0.00013519,0.16209274,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.62
SAT_Competition2007/crafted/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,728.0,17199.0,668.0,12052.0,0.089820359,0.427066047,0.02,0.055426485,0.38704034,0.929810892,0.0,1.0,1.729988906,0.006953526,0.477119191,0.0029940120000000003,0.017964072,1.526121233,0.0,0.283604381,0.422170594,-0.0,0.006953526,0.9066738240000001,8.2974e-05,0.02787919,3.3876681539999995,0.676784189,0.208600482,0.0,1.0,2.8892783489999996,0.001398009,1.1395473520000001,0.0,0.005808165,3.170668128,0.327829406,0.00852891,0.85045149,0.000248921,0.028294059,-0.0,0.00817764,1.148482992,0.00066379,0.076501825,3.640547565,0.17065455899999998,1.257029934,0.006204053,0.963472563,2.838512553,10.06
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-1.sat05-2248.reshuffled-07.cnf,270.0,1080.0,270.0,1080.0,0.0,0.0,0.0,0.25,0.5,0.577350269,0.333333333,1.0,0.562335145,0.011111111000000002,0.0,0.011111111000000002,0.011111111000000002,-0.0,0.0,0.0,1.0,0.0,0.011111111000000002,0.0,0.011111111000000002,0.011111111000000002,-0.0,0.0,0.0,0.0,0.0,-0.0,0.00537037,0.308993795,0.002777778,0.008333333,1.279538142,0.483333333,0.005548696999999999,0.014308821999999999,0.00462963,0.005555556,0.0,0.01388203,0.005719286999999999,0.012962963000000001,0.013888889,0.043715273,0.30197530899999997,0.031546266,0.3,0.4,0.307195037,0.0
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,270.0,1080.0,270.0,1080.0,0.0,0.0,0.0,0.25,0.5,0.577350269,0.333333333,1.0,0.562335145,0.011111111000000002,0.0,0.011111111000000002,0.011111111000000002,-0.0,0.0,0.0,1.0,0.0,0.011111111000000002,0.0,0.011111111000000002,0.011111111000000002,-0.0,0.0,0.0,0.0,0.0,-0.0,0.005493827,0.293858356,0.002777778,0.008333333,1.258577186,0.494444444,0.005534979000000001,0.02465892,0.00462963,0.005555556,0.0,0.013868313,0.009841616999999999,0.012962963000000001,0.013888889,0.106565959,0.30407407399999997,0.050573787,0.3,0.4,0.452749295,0.0
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,280.0,1120.0,280.0,1120.0,0.0,0.0,0.0,0.25,0.5,0.577350269,0.333333333,1.0,0.562335145,0.010714286000000002,0.0,0.010714286000000002,0.010714286000000002,-0.0,0.0,0.0,1.0,0.0,0.010714286000000002,0.0,0.010714286000000002,0.010714286000000002,-0.0,0.0,0.0,0.0,0.0,-0.0,0.005318878000000001,0.283653615,0.002678571,0.008035714000000001,1.2329781020000001,0.49642857100000004,0.005306122,0.039057877000000005,0.004464286,0.005357143000000001,0.0,0.013341836999999999,0.015533534,0.0125,0.013392857,0.21903252199999998,0.30792517,0.076934534,0.3,0.419047619,0.617506211,0.0
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-2.sat05-2264.reshuffled-07.cnf,280.0,1120.0,280.0,1120.0,0.0,0.0,0.0,0.25,0.5,0.577350269,0.333333333,1.0,0.562335145,0.010714286000000002,0.0,0.010714286000000002,0.010714286000000002,-0.0,0.0,0.0,1.0,0.0,0.010714286000000002,0.0,0.010714286000000002,0.010714286000000002,-0.0,0.0,0.0,0.0,0.0,-0.0,0.005529337,0.269785267,0.002678571,0.008035714000000001,1.223987282,0.516071429,0.005325255,0.031114685,0.004464286,0.005357143000000001,0.0,0.013360968999999999,0.012401318,0.0125,0.013392857,0.154076104,0.304889456,0.06317104400000001,0.3,0.419047619,0.43448749200000003,0.0
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-3.sat05-2265.reshuffled-07.cnf,280.0,1120.0,280.0,1120.0,0.0,0.0,0.0,0.25,0.5,0.577350269,0.333333333,1.0,0.562335145,0.010714286000000002,0.0,0.010714286000000002,0.010714286000000002,-0.0,0.0,0.0,1.0,0.0,0.010714286000000002,0.0,0.010714286000000002,0.010714286000000002,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0052423470000000005,0.28705307,0.002678571,0.008035714000000001,1.2315848440000001,0.489285714,0.0053125,0.036629403,0.004464286,0.005357143000000001,0.0,0.013348213999999999,0.014578256999999999,0.0125,0.013392857,0.198515243,0.307619048,0.07178140599999999,0.3,0.4,0.635760205,0.0
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-2.sat05-2567.reshuffled-07.cnf,140.0,560.0,140.0,560.0,0.0,0.0,0.0,0.25,0.360714286,0.959885544,0.0,1.0,0.9999032859999999,0.028571429,0.0,0.028571429,0.028571429,-0.0,0.0,0.0,0.0,0.0,0.028571429,0.0,0.028571429,0.028571429,-0.0,0.0,0.0,0.0,0.0,-0.0,0.008316327,0.20333513399999997,0.003571429,0.0125,1.338339129,0.291071429,0.009821429,0.090909091,0.008928571,0.010714286000000002,0.0,0.0375,0.0,0.0375,0.0375,-0.0,0.5324675320000001,0.0,0.5324675320000001,0.5324675320000001,-0.0,0.0
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,140.0,560.0,140.0,560.0,0.0,0.0,0.0,0.25,0.364285714,0.954360276,0.0,1.0,1.003766194,0.028571429,0.0,0.028571429,0.028571429,-0.0,0.0,0.0,0.0,0.0,0.028571429,0.0,0.028571429,0.028571429,-0.0,0.0,0.0,0.0,0.0,-0.0,0.008418367,0.275740925,0.003571429,0.014285714,1.6137673609999998,0.294642857,0.009821429,0.090909091,0.008928571,0.010714286000000002,0.0,0.0375,0.0,0.0375,0.0375,-0.0,0.5324675320000001,0.0,0.5324675320000001,0.5324675320000001,-0.0,0.0
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,298.0,2176.0,298.0,2176.0,0.0,0.0,0.0,0.136948529,0.364522059,0.8508007959999999,0.0,1.0,1.7119453759999999,0.01515002,0.154268146,0.013422818999999999,0.020134228,0.913091122,0.0,0.0,0.0,0.0,0.01515002,0.338740681,0.011029411999999999,0.033088235,1.4988396130000001,0.024809138999999997,0.046286901,0.0,0.2,0.848846964,0.003614785,0.209164485,0.002297794,0.005974265,1.862952573,0.249540441,0.004012658,0.119883125,0.0027573529999999997,0.005055147,0.0,0.024456301,0.318254814,0.015625,0.053768382,3.0116025189999998,0.463102695,0.180922702,0.326241135,0.670995671,3.06266676,0.18
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,160.0,640.0,160.0,640.0,0.0,0.0,0.0,0.25,0.365625,0.926513073,0.0,1.0,0.9882044590000001,0.025,0.0,0.025,0.025,-0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.025,0.025,-0.0,0.0,0.0,0.0,0.0,-0.0,0.007304688,0.262577191,0.003125,0.0125,1.507395389,0.2921875,0.00859375,0.090909091,0.0078125,0.009375,0.0,0.0328125,0.0,0.0328125,0.0328125,-0.0,0.5324675320000001,0.0,0.5324675320000001,0.5324675320000001,-0.0,0.0
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-135-2.sat05-2354.reshuffled-07.cnf,180.0,720.0,180.0,720.0,0.0,0.0,0.0,0.25,0.37777777799999995,0.8670237040000001,0.0,1.0,0.9678196509999999,0.022222222000000003,0.0,0.022222222000000003,0.022222222000000003,-0.0,0.0,0.0,0.0,0.0,0.022222222000000003,0.0,0.022222222000000003,0.022222222000000003,-0.0,0.0,0.0,0.0,0.0,-0.0,0.007006173,0.28176619199999997,0.002777778,0.011111111000000002,1.678365832,0.315277778,0.007638889,0.090909091,0.006944444,0.008333333,0.0,0.029166667,0.0,0.029166667,0.029166667,-0.0,0.5324675320000001,0.0,0.5324675320000001,0.5324675320000001,-0.0,0.0
SAT_Competition2007/crafted/Difficult/contest05/others/linvrinv5.sat05-564.reshuffled-07.cnf,450.0,1426.0,213.0,1234.0,1.112676056,0.15559157199999998,0.0,0.1726094,0.449301536,0.742296678,0.0,1.0,1.519451823,0.016953151,0.5752863029999999,0.009389671,0.131455399,1.032602413,0.0,0.045380875,0.547811994,0.0,0.016953151,0.611303013,0.0089141,0.040518639,1.846061838,0.08727645,0.170041572,0.0,0.666666667,1.235854728,0.006091111999999999,0.687701715,0.0008103730000000001,0.017017828,2.621936303,0.40275526700000003,0.011649584,0.7163463520000001,0.0040518640000000005,0.024311182999999997,0.0,0.036230361,0.41337146399999997,0.009724473,0.075364668,3.684176994,0.20134666899999998,0.374491206,0.07751938,0.496732026,2.82082828,0.08
SAT_Competition2007/crafted/Difficult/contest05/others/pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,190.0,632.0,189.0,629.0,0.005291005,0.004769475,0.0,0.300476948,0.504504505,0.579058826,0.0,1.0,0.581840141,0.015864603999999997,0.013287343,0.010582011,0.015873016,0.011833602,0.0,0.001589825,1.0,0.0,0.015864603999999997,0.017728795,0.012718601000000001,0.015898251000000002,0.09161381,0.19800117600000003,0.01706622,0.0,0.2,0.09161381,0.007991184,0.271068472,0.00317965,0.012718601000000001,1.6536163380000002,0.503974563,0.0063593,0.0,0.0063593,0.0063593,0.0,0.017773689,0.088569311,0.011128776000000002,0.020667727,0.9875110029999999,0.494199159,0.101786608,0.406593407,0.577777778,1.034255924,0.0
