instance_id,ebglucose,ebminisat,glucose2,glueminisat,lingeling,lrglshr,minisatpsm,mphaseSAT64,precosat,qutersat,rcl,restartsat,cryptominisat2011,spear-sw,spear-hw,eagleup,sparrow,marchrw,mphaseSATm,satime11,tnm,mxc09,gnoveltyp2,sattime,sattimep,clasp2,clasp1,picosat,mphaseSAT,sapperlot,sol
SAT_Competition2007/crafted/Hard/contest02/ezfact64_5.sat05-452.reshuffled-07.cnf,1200.0,1200.0,1200.0,1200.0,427.5,1200.0,1200.0,213.69,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,513.27,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,505.08,1200.0,1200.0
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-pbl-00080.sat05-1325.reshuffled-07.cnf,12.3,0.17,5.37,0.17,0.58,0.17,0.26,7.07,0.18,0.68,0.82,0.17,0.46,12.18,1200.0,1200.0,1200.0,1200.0,5.61,1200.0,1200.0,0.24,1200.0,1200.0,1200.0,0.1,0.11,0.33,5.62,0.19,29.49
SAT_Competition2009/CRAFTED/edgematching/explicit/em_7_3_6_exp.cnf,2.84,5.7,2.13,6.48,25.61,5.69,18.25,20.63,1.77,5.26,15.09,23.73,12.68,9.5,25.73,1200.0,96.77,1200.0,6.91,103.79,482.73,20.45,1200.0,31.71,14.61,3.98,3.52,25.06,6.84,30.39,28.57
SAT_Competition2011/SAT07/crafted/spence/hard/s113-100.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-14.sat05-2589.reshuffled-07.cnf,319.19,186.81,105.98,394.67,277.24,1200.0,444.98,0.0,37.3,1.23,1200.0,321.68,1.09,1200.0,241.9,1200.0,1200.0,0.0,0.0,1200.0,1200.0,27.13,1200.0,1200.0,1200.0,49.86,90.71,22.2,0.0,724.61,0.09
SAT_Competition2007/crafted/Medium/contest05/others/QG7-gensys-icl001.sat05-2926.reshuffled-07.cnf,23.48,23.8,13.6,32.59,62.02,62.16,22.79,47.08,46.17,46.16,29.11,32.22,69.73,428.18,54.72,1200.0,1200.0,1200.0,79.86,1200.0,1200.0,49.23,1200.0,1200.0,1200.0,12.99,14.41,31.58,96.57,65.26,26.44
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1200.0,1200.0,491.34,1200.0,1200.0,1200.0,1200.0,1200.0,289.42,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,892.38,1200.0,1200.0,1200.0,773.66,1200.0,524.68,1200.0,1200.0,1200.0
SAT_Competition2009/CRAFTED/Hard/contest04/others/ramsey.sat05-511.reshuffled-07.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.0,1200.0,5.83,1200.0,1200.0,3.37,1200.0,1200.0,1200.0,1200.0,0.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.0,1200.0,0.28
SAT_Competition2007/crafted/Medium/contest05/sabharwal/counting-easier-php-012-010.sat05-1172.reshuffled-07.cnf,262.12,405.75,147.91,1180.39,1200.0,1124.81,653.68,177.11,988.53,144.34,662.43,503.68,260.45,296.34,141.11,1200.0,1200.0,28.44,186.97,1200.0,1200.0,607.56,1200.0,1200.0,1200.0,62.42,46.57,880.43,161.77,444.69,0.25
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-17x30.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2007/crafted/Medium/contest05/sabharwal/sat-strips-gripper-10t19.sat05-1143.reshuffled-07.cnf,0.52,0.26,0.34,0.39,1.51,0.46,0.31,1.19,0.28,0.32,0.32,1.2,0.74,35.44,26.89,1200.0,1200.0,1200.0,0.32,1200.0,1200.0,0.48,1200.0,1200.0,1200.0,1.17,1.4,0.37,0.31,2.9,32.13
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-01-S2069048075.sat05-488.reshuffled-07.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2009/CRAFTED/edgematching/explicit/em_11_3_4_exp.cnf,111.01,77.83,48.09,136.35,20.45,651.56,32.61,192.6,170.29,190.07,21.54,30.57,154.26,16.65,148.33,1200.0,91.96,1200.0,318.11,6.4,75.32,26.43,1200.0,2.93,6.28,901.33,638.42,105.18,263.98,13.67,452.59
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-pbl-00400.sat05-1322.reshuffled-07.cnf,2.72,2.14,2.84,2.12,2.21,2.19,2.12,14.04,1.12,7.53,2.57,2.16,3.36,11.88,86.78,1.52,1200.0,1200.0,25.13,1200.0,1200.0,4.73,458.77,1200.0,1200.0,1.2,1.2,0.66,25.01,1.64,53.73
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,49.33,79.05,30.61,18.61,41.87,134.91,64.96,50.77,26.17,30.19,92.9,82.31,18.06,881.37,720.49,1200.0,1200.0,1200.0,62.83,1200.0,1200.0,118.66,1200.0,1200.0,1200.0,33.48,35.81,110.45,62.06,147.36,81.62
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,58.69,31.38,55.59,48.19,11.76,54.37,54.72,20.29,8.59,40.12,82.16,46.16,18.19,112.86,91.92,1200.0,1200.0,226.8,85.39,1200.0,1200.0,24.58,1200.0,1200.0,1200.0,17.45,73.68,51.72,81.71,49.61,229.4
SAT_Competition2011/SAT04/handmade/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,696.36,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.92,1200.0,352.27,2.03,0.91,1200.0,522.79,17.47,2.53,1200.0,1200.0,1200.0,361.07,585.92,1200.0
SAT_Competition2009/CRAFTED/Hard/contest02/hgen2-v500-s1216665065.sat05-467.reshuffled-07.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,2.07,213.6,2.72,3.58,1.6,236.17,3.99,8.24,18.87,1.4,5.11,289.08,1.05,2.46,1200.0,1200.0,1200.0,1200.0,374.57,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,141.43,1200.0,129.97,327.1,1200.0,14.62
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes1.cnf,108.23,148.11,88.55,0.59,277.69,41.51,215.23,332.03,74.48,111.66,415.99,168.52,184.51,1200.0,1200.0,1200.0,0.35,64.43,160.61,2.34,0.63,593.24,358.15,0.27,19.41,324.02,41.97,87.19,156.71,386.35,786.32
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1200.0,1200.0,486.53,1200.0,1200.0,776.19,1200.0,1200.0,6.19,1200.0,1200.0,720.13,357.15,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,415.92,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x9.cnf,0.08,0.0,0.06,0.01,0.03,0.01,0.05,0.05,0.01,0.06,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.04,0.0,0.37
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,1200.0,232.38,1200.0,1200.0,1200.0,169.53,1200.0,2.22,1200.0,1200.0,21.71,516.16,1200.0,1200.0,1200.0,1200.0,4.6,0.73,2.73,1.3,7.81,1004.04,0.36,1.75,0.67,1200.0,965.1,647.7,2.62,9.7,1200.0
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1200.0,0.06,1200.0,0.06,0.22,0.08,0.13,0.41,0.06,0.14,0.16,0.05,0.07,0.01,0.02,0.01,0.01,0.18,0.25,0.08,0.1,0.39,0.02,0.08,0.08,0.09,0.11,0.01,0.24,0.01,1.7
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1.82
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v1820c171155gyes6.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl004.sat05-2716.reshuffled-07.cnf,67.21,63.28,42.5,13.01,60.24,124.29,64.37,53.66,20.26,21.53,92.96,54.08,14.57,1200.0,412.0,1200.0,1200.0,1200.0,64.3,1200.0,1200.0,110.26,1200.0,1200.0,1200.0,31.15,29.24,248.61,58.63,218.38,107.03
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl001.sat05-3822.reshuffled-07.cnf,920.12,1200.0,209.73,206.23,1200.0,1200.0,1200.0,766.33,562.05,183.5,1178.25,1200.0,145.35,1200.0,1200.0,1200.0,1200.0,1200.0,587.82,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,153.82,193.38,1200.0,448.29,1200.0,419.21
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x39.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2007/crafted/spence/hard/s97-100.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1092.98,1200.0,1200.0,1200.0,1200.0
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d-0.02-s383740539.sat05-534.reshuffled-07.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-Mat26.sat05-457.reshuffled-07.cnf,258.99,394.35,104.5,100.53,90.5,1200.0,122.26,248.84,123.74,370.96,397.72,392.9,488.86,1200.0,393.39,1200.0,1200.0,1200.0,209.57,1200.0,1200.0,124.24,1200.0,1200.0,1200.0,121.08,131.51,821.32,210.59,920.3,299.65
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,335.39,174.85,77.83,19.5,359.17,120.96,808.66,57.95,23.61,96.41,1200.0,135.62,119.26,1200.0,1200.0,1200.0,1200.0,1200.0,50.82,1200.0,1200.0,31.75,1200.0,1200.0,1200.0,360.99,334.2,326.14,50.73,1200.0,1200.0
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2009/CRAFTED/sgi/new-difficult-28-302-26-75.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,44.03,1200.0,379.58,1.98,4.89,1200.0,33.93,7.44,49.93,1200.0,1200.0,1200.0,373.43,1200.0,1200.0
SAT_Competition2009/CRAFTED/edgematching/compact/em_8_4_5_cmp.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,30.36,187.87,1200.0,1200.0,1125.57,1200.0,1200.0,1200.0,1200.0,611.69,1200.0,36.96,257.27,1200.0,1200.0,1200.0,149.17,58.43,1200.0,1200.0,553.21,36.9,1200.0,1200.0
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v2640c305320g2.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf,214.07,407.93,164.52,329.1,410.36,447.44,157.24,212.16,69.05,333.75,527.91,842.77,484.38,1200.0,106.13,1200.0,1200.0,15.7,722.2,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,66.2,85.74,394.56,695.97,335.28,42.38
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-127-100.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1200.0,1200.0,1017.77,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,493.19,1200.0,1200.0,272.91,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,347.45,360.18,1200.0,1200.0,1200.0,1200.0
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,25.99,274.46,9.36,11.54,1200.0,1200.0,103.94,1200.0,79.4,1200.0,70.38,864.45,1200.0,585.84,1200.0,1200.0,1200.0,1200.0,59.97,1200.0,1200.0,49.87,1200.0,1200.0,1200.0,86.29,267.91,63.61,63.36,1200.0,94.45
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1.1,0.09,0.25,0.09,0.53,0.09,0.22,3.03,0.24,0.5,0.23,0.09,0.3,52.38,1200.0,1200.0,1200.0,1200.0,2.19,1200.0,1200.0,0.12,1200.0,1200.0,1200.0,0.06,0.07,0.07,2.19,0.1,3.06
SAT_Competition2009/CRAFTED/sgi/satsgi-n28himBHm30-p0-q333.cnf,0.09,0.01,0.1,0.01,0.24,0.01,0.08,0.26,0.04,0.12,0.1,0.02,0.02,0.02,0.01,0.02,0.01,0.29,0.07,0.04,0.04,0.11,0.04,0.05,0.04,0.04,0.05,0.01,0.06,0.02,8.69
SAT_Competition2009/CRAFTED/edgematching/explicit/em_9_3_5_exp.cnf,99.56,107.41,8.59,25.38,464.23,57.38,48.94,106.38,28.27,38.79,236.16,66.32,31.24,25.69,474.32,1200.0,1200.0,1200.0,150.67,508.72,1200.0,316.05,1200.0,754.66,110.85,110.92,87.12,147.67,152.23,41.82,1028.46
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes8.cnf,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,30.74,1200.0,1200.0,6.03,23.47,1200.0,1200.0,6.62,45.47,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
SAT_Competition2007/crafted/spence/medium/s69-100.cnf,23.76,21.26,14.16,34.12,16.62,1200.0,33.05,40.53,7.55,10.56,35.6,27.74,14.79,570.39,22.32,1200.0,1200.0,9.32,21.99,1200.0,1200.0,5.06,1200.0,1200.0,1200.0,6.33,4.97,2.88,35.82,28.79,27.4
